State,Date,Total,Category
Massachusetts,12/1/2020,"  97,046,660 ",Beverages
Michigan,12/1/2020,"  159,009,553 ",Beverages
Minnesota,12/1/2020,"  84,123,001 ",Beverages
Mississippi,12/1/2020,"  70,894,239 ",Beverages
Missouri,12/1/2020,"  101,623,052 ",Beverages
Nebraska,12/1/2020,"  32,747,886 ",Beverages
Nevada,12/1/2020,"  52,250,331 ",Beverages
New Hampshire,12/1/2020,"  28,974,786 ",Beverages
New Mexico,12/1/2020,"  36,227,966 ",Beverages
New York,12/1/2020,"  240,445,415 ",Beverages
North Carolina,12/1/2020,"  183,461,142 ",Beverages
Ohio,12/1/2020,"  195,597,051 ",Beverages
Oklahoma,12/1/2020,"  76,919,151 ",Beverages
Oregon,12/1/2020,"  58,578,362 ",Beverages
Pennsylvania,12/1/2020,"  195,521,619 ",Beverages
Rhode Island,12/1/2020,"  13,460,213 ",Beverages
South Carolina,12/1/2020,"  97,732,879 ",Beverages
South Dakota,12/1/2020,"  15,167,398 ",Beverages
Tennessee,12/1/2020,"  133,743,338 ",Beverages
Texas,12/1/2020,"  466,671,049 ",Beverages
Utah,12/1/2020,"  42,495,523 ",Beverages
Vermont,12/1/2020,"  10,094,297 ",Beverages
Virginia,12/1/2020,"  152,855,580 ",Beverages
Washington,12/1/2020,"  103,079,612 ",Beverages
West Virginia,12/1/2020,"  40,469,847 ",Beverages
Wisconsin,12/1/2020,"  83,210,541 ",Beverages
Wyoming,12/1/2020,"  11,771,635 ",Beverages
Alabama,12/4/2020,"  117,506,179 ",Beverages
Arizona,12/4/2020,"  123,654,446 ",Beverages
Arkansas,12/4/2020,"  63,528,109 ",Beverages
California,12/4/2020,"  484,255,477 ",Beverages
Colorado,12/4/2020,"  100,414,296 ",Beverages
Connecticut,12/4/2020,"  53,431,059 ",Beverages
Florida,12/4/2020,"  405,555,022 ",Beverages
Georgia,12/4/2020,"  214,020,656 ",Beverages
Illinois,12/4/2020,"  190,544,086 ",Beverages
Indiana,12/4/2020,"  127,886,318 ",Beverages
Iowa,12/4/2020,"  66,163,154 ",Beverages
Kansas,12/4/2020,"  53,992,655 ",Beverages
Kentucky,12/4/2020,"  101,853,088 ",Beverages
Louisiana,12/4/2020,"  102,756,057 ",Beverages
Maine,12/4/2020,"  25,833,008 ",Beverages
Maryland,12/4/2020,"  95,539,930 ",Beverages
Massachusetts,12/4/2020,"  105,781,835 ",Beverages
Michigan,12/4/2020,"  168,931,513 ",Beverages
Minnesota,12/4/2020,"  91,817,825 ",Beverages
Mississippi,12/4/2020,"  73,920,525 ",Beverages
Missouri,12/4/2020,"  112,802,890 ",Beverages
Nebraska,12/4/2020,"  37,024,893 ",Beverages
Nevada,12/4/2020,"  55,733,782 ",Beverages
New Hampshire,12/4/2020,"  31,487,081 ",Beverages
New Mexico,12/4/2020,"  40,991,192 ",Beverages
New York,12/4/2020,"  255,897,518 ",Beverages
North Carolina,12/4/2020,"  205,079,929 ",Beverages
Ohio,12/4/2020,"  214,025,158 ",Beverages
Oklahoma,12/4/2020,"  84,529,308 ",Beverages
Oregon,12/4/2020,"  67,070,539 ",Beverages
Pennsylvania,12/4/2020,"  211,887,569 ",Beverages
Rhode Island,12/4/2020,"  15,083,521 ",Beverages
South Carolina,12/4/2020,"  108,773,507 ",Beverages
South Dakota,12/4/2020,"  16,171,240 ",Beverages
Tennessee,12/4/2020,"  146,683,983 ",Beverages
Texas,12/4/2020,"  502,582,830 ",Beverages
Utah,12/4/2020,"  48,139,868 ",Beverages
Vermont,12/4/2020,"  10,412,629 ",Beverages
Virginia,12/4/2020,"  165,311,737 ",Beverages
Washington,12/4/2020,"  110,225,508 ",Beverages
West Virginia,12/4/2020,"  44,622,626 ",Beverages
Wisconsin,12/4/2020,"  91,410,184 ",Beverages
Wyoming,12/4/2020,"  12,499,053 ",Beverages
Alabama,12/7/2020,"  129,799,793 ",Beverages
Arizona,12/7/2020,"  136,606,142 ",Beverages
Arkansas,12/7/2020,"  71,426,615 ",Beverages
California,12/7/2020,"  572,401,489 ",Beverages
Colorado,12/7/2020,"  119,333,472 ",Beverages
Connecticut,12/7/2020,"  58,824,664 ",Beverages
Florida,12/7/2020,"  411,049,344 ",Beverages
Georgia,12/7/2020,"  238,917,136 ",Beverages
Illinois,12/7/2020,"  209,603,298 ",Beverages
Indiana,12/7/2020,"  143,800,891 ",Beverages
Iowa,12/7/2020,"  76,363,182 ",Beverages
Kansas,12/7/2020,"  57,070,126 ",Beverages
Kentucky,12/7/2020,"  111,351,523 ",Beverages
Louisiana,12/7/2020,"  120,242,882 ",Beverages
Maine,12/7/2020,"  32,885,624 ",Beverages
Maryland,12/7/2020,"  106,991,408 ",Beverages
Massachusetts,12/7/2020,"  120,946,165 ",Beverages
Michigan,12/7/2020,"  201,011,507 ",Beverages
Minnesota,12/7/2020,"  102,530,353 ",Beverages
Mississippi,12/7/2020,"  84,387,136 ",Beverages
Missouri,12/7/2020,"  126,230,431 ",Beverages
Nebraska,12/7/2020,"  39,518,175 ",Beverages
Nevada,12/7/2020,"  66,813,756 ",Beverages
New Hampshire,12/7/2020,"  38,339,929 ",Beverages
New Mexico,12/7/2020,"  46,679,633 ",Beverages
New York,12/7/2020,"  301,481,910 ",Beverages
North Carolina,12/7/2020,"  227,165,539 ",Beverages
Ohio,12/7/2020,"  244,679,996 ",Beverages
Oklahoma,12/7/2020,"  91,139,685 ",Beverages
Oregon,12/7/2020,"  75,629,014 ",Beverages
Pennsylvania,12/7/2020,"  236,554,855 ",Beverages
Rhode Island,12/7/2020,"  17,818,041 ",Beverages
South Carolina,12/7/2020,"  122,574,667 ",Beverages
South Dakota,12/7/2020,"  19,797,094 ",Beverages
Tennessee,12/7/2020,"  165,348,595 ",Beverages
Texas,12/7/2020,"  586,230,214 ",Beverages
Utah,12/7/2020,"  55,434,790 ",Beverages
Vermont,12/7/2020,"  13,581,080 ",Beverages
Virginia,12/7/2020,"  187,064,332 ",Beverages
Washington,12/7/2020,"  120,901,347 ",Beverages
West Virginia,12/7/2020,"  48,877,614 ",Beverages
Wisconsin,12/7/2020,"  106,306,977 ",Beverages
Wyoming,12/7/2020,"  16,021,548 ",Beverages
Alabama,1/8/2021,"  146,096,098 ",Beverages
Arizona,1/8/2021,"  144,662,532 ",Beverages
Arkansas,1/8/2021,"  76,563,570 ",Beverages
California,1/8/2021,"  602,999,392 ",Beverages
Colorado,1/8/2021,"  123,397,870 ",Beverages
Connecticut,1/8/2021,"  62,411,953 ",Beverages
Florida,1/8/2021,"  474,960,315 ",Beverages
Georgia,1/8/2021,"  272,363,200 ",Beverages
Illinois,1/8/2021,"  215,890,758 ",Beverages
Indiana,1/8/2021,"  151,862,964 ",Beverages
Iowa,1/8/2021,"  79,648,389 ",Beverages
Kansas,1/8/2021,"  60,808,014 ",Beverages
Kentucky,1/8/2021,"  117,300,344 ",Beverages
Louisiana,1/8/2021,"  120,506,481 ",Beverages
Maine,1/8/2021,"  36,198,814 ",Beverages
Maryland,1/8/2021,"  113,493,003 ",Beverages
Massachusetts,1/8/2021,"  129,061,308 ",Beverages
Michigan,1/8/2021,"  208,089,145 ",Beverages
Minnesota,1/8/2021,"  110,440,238 ",Beverages
Mississippi,1/8/2021,"  87,989,100 ",Beverages
Missouri,1/8/2021,"  132,578,371 ",Beverages
Nebraska,1/8/2021,"  41,127,774 ",Beverages
Nevada,1/8/2021,"  69,338,528 ",Beverages
New Hampshire,1/8/2021,"  40,501,186 ",Beverages
New Mexico,1/8/2021,"  47,483,782 ",Beverages
New York,1/8/2021,"  301,849,752 ",Beverages
North Carolina,1/8/2021,"  259,772,020 ",Beverages
Ohio,1/8/2021,"  258,370,632 ",Beverages
Oklahoma,1/8/2021,"  97,749,346 ",Beverages
Oregon,1/8/2021,"  87,403,941 ",Beverages
Pennsylvania,1/8/2021,"  253,933,316 ",Beverages
Rhode Island,1/8/2021,"  19,169,356 ",Beverages
South Carolina,1/8/2021,"  137,103,834 ",Beverages
South Dakota,1/8/2021,"  21,566,844 ",Beverages
Tennessee,1/8/2021,"  179,931,689 ",Beverages
Texas,1/8/2021,"  613,570,624 ",Beverages
Utah,1/8/2021,"  59,394,248 ",Beverages
Vermont,1/8/2021,"  13,464,126 ",Beverages
Virginia,1/8/2021,"  200,020,469 ",Beverages
Washington,1/8/2021,"  142,523,539 ",Beverages
West Virginia,1/8/2021,"  50,588,393 ",Beverages
Wisconsin,1/8/2021,"  110,769,411 ",Beverages
Wyoming,1/8/2021,"  16,465,111 ",Beverages
Alabama,2/5/2021,"  134,697,460 ",Beverages
Arizona,2/5/2021,"  144,090,339 ",Beverages
Arkansas,2/5/2021,"  70,271,403 ",Beverages
California,2/5/2021,"  552,679,135 ",Beverages
Colorado,2/5/2021,"  113,113,760 ",Beverages
Connecticut,2/5/2021,"  56,650,299 ",Beverages
Florida,2/5/2021,"  456,177,068 ",Beverages
Georgia,2/5/2021,"  247,764,853 ",Beverages
Illinois,2/5/2021,"  205,547,366 ",Beverages
Indiana,2/5/2021,"  143,657,224 ",Beverages
Iowa,2/5/2021,"  79,067,028 ",Beverages
Kansas,2/5/2021,"  59,355,868 ",Beverages
Kentucky,2/5/2021,"  112,421,502 ",Beverages
Louisiana,2/5/2021,"  115,298,735 ",Beverages
Maine,2/5/2021,"  29,137,324 ",Beverages
Maryland,2/5/2021,"  102,050,026 ",Beverages
Massachusetts,2/5/2021,"  111,117,669 ",Beverages
Michigan,2/5/2021,"  187,527,660 ",Beverages
Minnesota,2/5/2021,"  103,977,711 ",Beverages
Mississippi,2/5/2021,"  80,162,039 ",Beverages
Missouri,2/5/2021,"  130,134,582 ",Beverages
Nebraska,2/5/2021,"  41,669,746 ",Beverages
Nevada,2/5/2021,"  66,299,297 ",Beverages
New Hampshire,2/5/2021,"  35,119,245 ",Beverages
New Mexico,2/5/2021,"  46,213,010 ",Beverages
New York,2/5/2021,"  265,315,458 ",Beverages
North Carolina,2/5/2021,"  234,669,454 ",Beverages
Ohio,2/5/2021,"  241,188,313 ",Beverages
Oklahoma,2/5/2021,"  94,001,881 ",Beverages
Oregon,2/5/2021,"  77,119,514 ",Beverages
Pennsylvania,2/5/2021,"  228,313,605 ",Beverages
Rhode Island,2/5/2021,"  16,583,194 ",Beverages
South Carolina,2/5/2021,"  123,593,132 ",Beverages
South Dakota,2/5/2021,"  18,812,183 ",Beverages
Tennessee,2/5/2021,"  166,154,761 ",Beverages
Texas,2/5/2021,"  562,123,905 ",Beverages
Utah,2/5/2021,"  56,007,115 ",Beverages
Vermont,2/5/2021,"  11,912,435 ",Beverages
Virginia,2/5/2021,"  187,739,403 ",Beverages
Washington,2/5/2021,"  124,200,173 ",Beverages
West Virginia,2/5/2021,"  47,731,133 ",Beverages
Wisconsin,2/5/2021,"  104,492,144 ",Beverages
Wyoming,2/5/2021,"  14,533,147 ",Beverages
Alabama,3/1/2021,"  115,331,048 ",Beverages
Arizona,3/1/2021,"  119,728,725 ",Beverages
Arkansas,3/1/2021,"  61,067,745 ",Beverages
California,3/1/2021,"  479,823,371 ",Beverages
Colorado,3/1/2021,"  99,516,019 ",Beverages
Connecticut,3/1/2021,"  51,177,328 ",Beverages
Florida,3/1/2021,"  407,668,717 ",Beverages
Georgia,3/1/2021,"  208,934,979 ",Beverages
Illinois,3/1/2021,"  175,411,414 ",Beverages
Indiana,3/1/2021,"  124,091,850 ",Beverages
Iowa,3/1/2021,"  61,085,596 ",Beverages
Kansas,3/1/2021,"  50,868,820 ",Beverages
Kentucky,3/1/2021,"  97,850,319 ",Beverages
Louisiana,3/1/2021,"  96,612,059 ",Beverages
Maine,3/1/2021,"  26,270,827 ",Beverages
Maryland,3/1/2021,"  91,957,431 ",Beverages
Massachusetts,3/1/2021,"  100,200,812 ",Beverages
Michigan,3/1/2021,"  167,656,813 ",Beverages
Minnesota,3/1/2021,"  90,331,996 ",Beverages
Mississippi,3/1/2021,"  72,374,353 ",Beverages
Missouri,3/1/2021,"  108,200,137 ",Beverages
Nebraska,3/1/2021,"  34,043,332 ",Beverages
Nevada,3/1/2021,"  56,399,456 ",Beverages
New Hampshire,3/1/2021,"  31,933,909 ",Beverages
New Mexico,3/1/2021,"  38,562,490 ",Beverages
New York,3/1/2021,"  248,280,769 ",Beverages
North Carolina,3/1/2021,"  197,454,738 ",Beverages
Ohio,3/1/2021,"  206,189,548 ",Beverages
Oklahoma,3/1/2021,"  79,645,363 ",Beverages
Oregon,3/1/2021,"  65,702,535 ",Beverages
Pennsylvania,3/1/2021,"  203,326,021 ",Beverages
Rhode Island,3/1/2021,"  14,645,230 ",Beverages
South Carolina,3/1/2021,"  105,691,763 ",Beverages
South Dakota,3/1/2021,"  15,773,717 ",Beverages
Tennessee,3/1/2021,"  144,863,751 ",Beverages
Texas,3/1/2021,"  485,954,921 ",Beverages
Utah,3/1/2021,"  46,487,223 ",Beverages
Vermont,3/1/2021,"  11,494,781 ",Beverages
Virginia,3/1/2021,"  161,285,295 ",Beverages
Washington,3/1/2021,"  108,217,572 ",Beverages
West Virginia,3/1/2021,"  40,991,525 ",Beverages
Wisconsin,3/1/2021,"  88,536,901 ",Beverages
Wyoming,3/1/2021,"  12,255,352 ",Beverages
Alabama,3/10/2021,"  203,436,378 ",Beverages
Arizona,3/10/2021,"  200,820,085 ",Beverages
Arkansas,3/10/2021,"  105,087,223 ",Beverages
California,3/10/2021,"  847,187,815 ",Beverages
Colorado,3/10/2021,"  164,057,354 ",Beverages
Connecticut,3/10/2021,"  85,104,100 ",Beverages
Florida,3/10/2021,"  650,291,094 ",Beverages
Georgia,3/10/2021,"  369,777,977 ",Beverages
Illinois,3/10/2021,"  296,380,378 ",Beverages
Indiana,3/10/2021,"  205,571,442 ",Beverages
Iowa,3/10/2021,"  107,123,241 ",Beverages
Kansas,3/10/2021,"  82,900,044 ",Beverages
Kentucky,3/10/2021,"  163,410,999 ",Beverages
Louisiana,3/10/2021,"  173,218,605 ",Beverages
Maine,3/10/2021,"  43,463,387 ",Beverages
Maryland,3/10/2021,"  153,026,721 ",Beverages
Massachusetts,3/10/2021,"  165,592,566 ",Beverages
Michigan,3/10/2021,"  272,388,963 ",Beverages
Minnesota,3/10/2021,"  142,310,494 ",Beverages
Mississippi,3/10/2021,"  81,310,913 ",Beverages
Missouri,3/10/2021,"  182,835,643 ",Beverages
Nebraska,3/10/2021,"  39,563,000 ",Beverages
Nevada,3/10/2021,"  97,454,406 ",Beverages
New Hampshire,3/10/2021,"  50,608,160 ",Beverages
New Mexico,3/10/2021,"  65,423,332 ",Beverages
New York,3/10/2021,"  403,887,300 ",Beverages
North Carolina,3/10/2021,"  339,832,033 ",Beverages
Ohio,3/10/2021,"  350,738,187 ",Beverages
Oklahoma,3/10/2021,"  139,578,545 ",Beverages
Oregon,3/10/2021,"  109,358,124 ",Beverages
Pennsylvania,3/10/2021,"  341,687,183 ",Beverages
Rhode Island,3/10/2021,"  23,725,178 ",Beverages
South Carolina,3/10/2021,"  180,723,407 ",Beverages
South Dakota,3/10/2021,"  26,303,345 ",Beverages
Tennessee,3/10/2021,"  244,244,870 ",Beverages
Texas,3/10/2021,"  846,360,996 ",Beverages
Utah,3/10/2021,"  78,244,234 ",Beverages
Vermont,3/10/2021,"  17,208,123 ",Beverages
Virginia,3/10/2021,"  271,048,031 ",Beverages
Washington,3/10/2021,"  173,143,477 ",Beverages
West Virginia,3/10/2021,"  67,883,113 ",Beverages
Wisconsin,3/10/2021,"  145,142,676 ",Beverages
Wyoming,3/10/2021,"  21,168,304 ",Beverages
Alabama,4/4/2021,"  131,843,895 ",Beverages
Arizona,4/4/2021,"  140,912,772 ",Beverages
Arkansas,4/4/2021,"  68,515,097 ",Beverages
California,4/4/2021,"  536,621,575 ",Beverages
Colorado,4/4/2021,"  104,844,289 ",Beverages
Connecticut,4/4/2021,"  55,135,293 ",Beverages
Florida,4/4/2021,"  452,821,844 ",Beverages
Georgia,4/4/2021,"  242,501,064 ",Beverages
Illinois,4/4/2021,"  196,802,111 ",Beverages
Indiana,4/4/2021,"  135,173,535 ",Beverages
Iowa,4/4/2021,"  73,011,510 ",Beverages
Kansas,4/4/2021,"  55,653,199 ",Beverages
Kentucky,4/4/2021,"  108,849,186 ",Beverages
Louisiana,4/4/2021,"  111,799,498 ",Beverages
Maine,4/4/2021,"  28,185,004 ",Beverages
Maryland,4/4/2021,"  99,821,595 ",Beverages
Massachusetts,4/4/2021,"  111,306,106 ",Beverages
Michigan,4/4/2021,"  178,056,650 ",Beverages
Minnesota,4/4/2021,"  94,421,283 ",Beverages
Mississippi,4/4/2021,"  78,613,964 ",Beverages
Missouri,4/4/2021,"  124,240,001 ",Beverages
Nebraska,4/4/2021,"  39,830,294 ",Beverages
Nevada,4/4/2021,"  62,557,191 ",Beverages
New Hampshire,4/4/2021,"  33,779,494 ",Beverages
New Mexico,4/4/2021,"  43,942,929 ",Beverages
New York,4/4/2021,"  260,397,144 ",Beverages
North Carolina,4/4/2021,"  218,644,433 ",Beverages
Ohio,4/4/2021,"  230,104,966 ",Beverages
Oklahoma,4/4/2021,"  90,092,014 ",Beverages
Oregon,4/4/2021,"  72,067,412 ",Beverages
Pennsylvania,4/4/2021,"  219,439,092 ",Beverages
Rhode Island,4/4/2021,"  16,257,946 ",Beverages
South Carolina,4/4/2021,"  119,123,090 ",Beverages
South Dakota,4/4/2021,"  17,655,542 ",Beverages
Tennessee,4/4/2021,"  160,816,224 ",Beverages
Texas,4/4/2021,"  532,237,093 ",Beverages
Utah,4/4/2021,"  52,632,058 ",Beverages
Vermont,4/4/2021,"  11,275,937 ",Beverages
Virginia,4/4/2021,"  178,524,305 ",Beverages
Washington,4/4/2021,"  116,874,861 ",Beverages
West Virginia,4/4/2021,"  45,228,378 ",Beverages
Wisconsin,4/4/2021,"  97,437,647 ",Beverages
Wyoming,4/4/2021,"  13,424,499 ",Beverages
Alabama,4/7/2021,"  150,209,239 ",Beverages
Arizona,4/7/2021,"  155,493,045 ",Beverages
Arkansas,4/7/2021,"  80,327,966 ",Beverages
California,4/7/2021,"  622,923,228 ",Beverages
Colorado,4/7/2021,"  129,578,194 ",Beverages
Connecticut,4/7/2021,"  65,723,602 ",Beverages
Florida,4/7/2021,"  495,492,035 ",Beverages
Georgia,4/7/2021,"  274,063,879 ",Beverages
Illinois,4/7/2021,"  235,170,642 ",Beverages
Indiana,4/7/2021,"  166,676,546 ",Beverages
Iowa,4/7/2021,"  86,352,759 ",Beverages
Kansas,4/7/2021,"  65,793,576 ",Beverages
Kentucky,4/7/2021,"  125,646,304 ",Beverages
Louisiana,4/7/2021,"  125,522,125 ",Beverages
Maine,4/7/2021,"  36,680,245 ",Beverages
Maryland,4/7/2021,"  120,566,973 ",Beverages
Massachusetts,4/7/2021,"  130,187,266 ",Beverages
Michigan,4/7/2021,"  234,922,042 ",Beverages
Minnesota,4/7/2021,"  122,951,160 ",Beverages
Mississippi,4/7/2021,"  89,465,561 ",Beverages
Missouri,4/7/2021,"  141,538,918 ",Beverages
Nebraska,4/7/2021,"  46,436,517 ",Beverages
Nevada,4/7/2021,"  73,900,787 ",Beverages
New Hampshire,4/7/2021,"  42,298,976 ",Beverages
New Mexico,4/7/2021,"  50,052,131 ",Beverages
New York,4/7/2021,"  324,347,057 ",Beverages
North Carolina,4/7/2021,"  262,767,858 ",Beverages
Ohio,4/7/2021,"  285,647,804 ",Beverages
Oklahoma,4/7/2021,"  101,861,976 ",Beverages
Oregon,4/7/2021,"  88,375,865 ",Beverages
Pennsylvania,4/7/2021,"  271,012,302 ",Beverages
Rhode Island,4/7/2021,"  19,914,190 ",Beverages
South Carolina,4/7/2021,"  142,350,228 ",Beverages
South Dakota,4/7/2021,"  23,658,904 ",Beverages
Tennessee,4/7/2021,"  185,125,331 ",Beverages
Texas,4/7/2021,"  639,236,238 ",Beverages
Utah,4/7/2021,"  64,984,991 ",Beverages
Vermont,4/7/2021,"  14,328,350 ",Beverages
Virginia,4/7/2021,"  211,924,902 ",Beverages
Washington,4/7/2021,"  142,870,874 ",Beverages
West Virginia,4/7/2021,"  53,976,213 ",Beverages
Wisconsin,4/7/2021,"  124,132,664 ",Beverages
Wyoming,4/7/2021,"  17,873,033 ",Beverages
Alabama,5/9/2021,"  148,892,734 ",Beverages
Arizona,5/9/2021,"  155,366,160 ",Beverages
Arkansas,5/9/2021,"  77,173,311 ",Beverages
California,5/9/2021,"  625,640,392 ",Beverages
Colorado,5/9/2021,"  125,204,216 ",Beverages
Connecticut,5/9/2021,"  61,558,290 ",Beverages
Florida,5/9/2021,"  463,238,158 ",Beverages
Georgia,5/9/2021,"  271,945,814 ",Beverages
Illinois,5/9/2021,"  221,934,070 ",Beverages
Indiana,5/9/2021,"  153,501,543 ",Beverages
Iowa,5/9/2021,"  79,767,883 ",Beverages
Kansas,5/9/2021,"  61,220,164 ",Beverages
Kentucky,5/9/2021,"  119,446,257 ",Beverages
Louisiana,5/9/2021,"  120,514,382 ",Beverages
Maine,5/9/2021,"  33,063,174 ",Beverages
Maryland,5/9/2021,"  110,387,783 ",Beverages
Massachusetts,5/9/2021,"  123,991,822 ",Beverages
Michigan,5/9/2021,"  205,489,318 ",Beverages
Minnesota,5/9/2021,"  106,419,904 ",Beverages
Mississippi,5/9/2021,"  90,661,871 ",Beverages
Missouri,5/9/2021,"  135,476,496 ",Beverages
Nebraska,5/9/2021,"  42,567,635 ",Beverages
Nevada,5/9/2021,"  72,111,711 ",Beverages
New Hampshire,5/9/2021,"  38,045,854 ",Beverages
New Mexico,5/9/2021,"  49,506,690 ",Beverages
New York,5/9/2021,"  295,669,694 ",Beverages
North Carolina,5/9/2021,"  255,605,154 ",Beverages
Ohio,5/9/2021,"  260,169,046 ",Beverages
Oklahoma,5/9/2021,"  102,611,166 ",Beverages
Oregon,5/9/2021,"  85,701,988 ",Beverages
Pennsylvania,5/9/2021,"  247,774,680 ",Beverages
Rhode Island,5/9/2021,"  18,013,919 ",Beverages
South Carolina,5/9/2021,"  139,602,832 ",Beverages
South Dakota,5/9/2021,"  20,271,008 ",Beverages
Tennessee,5/9/2021,"  181,028,776 ",Beverages
Texas,5/9/2021,"  640,916,100 ",Beverages
Utah,5/9/2021,"  60,165,615 ",Beverages
Vermont,5/9/2021,"  12,654,207 ",Beverages
Virginia,5/9/2021,"  199,876,305 ",Beverages
Washington,5/9/2021,"  135,333,469 ",Beverages
West Virginia,5/9/2021,"  49,298,765 ",Beverages
Wisconsin,5/9/2021,"  111,532,492 ",Beverages
Wyoming,5/9/2021,"  15,998,475 ",Beverages
Alabama,5/12/2021,"  180,600,248 ",Beverages
Arizona,5/12/2021,"  186,262,764 ",Beverages
Arkansas,5/12/2021,"  95,357,790 ",Beverages
California,5/12/2021,"  748,674,115 ",Beverages
Colorado,5/12/2021,"  151,955,870 ",Beverages
Connecticut,5/12/2021,"  79,199,934 ",Beverages
Florida,5/12/2021,"  614,205,922 ",Beverages
Georgia,5/12/2021,"  329,236,652 ",Beverages
Illinois,5/12/2021,"  276,496,520 ",Beverages
Indiana,5/12/2021,"  189,111,354 ",Beverages
Iowa,5/12/2021,"  102,169,961 ",Beverages
Kansas,5/12/2021,"  78,480,381 ",Beverages
Kentucky,5/12/2021,"  150,843,600 ",Beverages
Louisiana,5/12/2021,"  155,559,149 ",Beverages
Maine,5/12/2021,"  40,174,636 ",Beverages
Maryland,5/12/2021,"  137,448,770 ",Beverages
Massachusetts,5/12/2021,"  158,595,895 ",Beverages
Michigan,5/12/2021,"  256,907,912 ",Beverages
Minnesota,5/12/2021,"  136,907,438 ",Beverages
Mississippi,5/12/2021,"  76,082,822 ",Beverages
Missouri,5/12/2021,"  169,212,857 ",Beverages
Nebraska,5/12/2021,"  37,286,275 ",Beverages
Nevada,5/12/2021,"  85,728,485 ",Beverages
New Hampshire,5/12/2021,"  48,428,547 ",Beverages
New Mexico,5/12/2021,"  59,227,225 ",Beverages
New York,5/12/2021,"  373,755,427 ",Beverages
North Carolina,5/12/2021,"  316,615,927 ",Beverages
Ohio,5/12/2021,"  318,626,998 ",Beverages
Oklahoma,5/12/2021,"  128,954,975 ",Beverages
Oregon,5/12/2021,"  99,250,313 ",Beverages
Pennsylvania,5/12/2021,"  313,904,168 ",Beverages
Rhode Island,5/12/2021,"  22,869,123 ",Beverages
South Carolina,5/12/2021,"  162,585,900 ",Beverages
South Dakota,5/12/2021,"  24,109,456 ",Beverages
Tennessee,5/12/2021,"  224,771,953 ",Beverages
Texas,5/12/2021,"  767,109,222 ",Beverages
Utah,5/12/2021,"  70,621,212 ",Beverages
Vermont,5/12/2021,"  16,412,109 ",Beverages
Virginia,5/12/2021,"  252,428,302 ",Beverages
Washington,5/12/2021,"  164,503,607 ",Beverages
West Virginia,5/12/2021,"  64,272,871 ",Beverages
Wisconsin,5/12/2021,"  136,574,079 ",Beverages
Wyoming,5/12/2021,"  18,970,923 ",Beverages
Alabama,6/6/2021,"  140,893,518 ",Beverages
Arizona,6/6/2021,"  153,270,396 ",Beverages
Arkansas,6/6/2021,"  73,746,656 ",Beverages
California,6/6/2021,"  578,471,229 ",Beverages
Colorado,6/6/2021,"  121,425,334 ",Beverages
Connecticut,6/6/2021,"  60,103,152 ",Beverages
Florida,6/6/2021,"  453,226,022 ",Beverages
Georgia,6/6/2021,"  255,134,239 ",Beverages
Illinois,6/6/2021,"  215,831,841 ",Beverages
Indiana,6/6/2021,"  152,115,833 ",Beverages
Iowa,6/6/2021,"  84,625,327 ",Beverages
Kansas,6/6/2021,"  62,516,133 ",Beverages
Kentucky,6/6/2021,"  118,342,925 ",Beverages
Louisiana,6/6/2021,"  121,498,262 ",Beverages
Maine,6/6/2021,"  32,751,826 ",Beverages
Maryland,6/6/2021,"  110,224,578 ",Beverages
Massachusetts,6/6/2021,"  122,917,889 ",Beverages
Michigan,6/6/2021,"  206,905,514 ",Beverages
Minnesota,6/6/2021,"  115,436,091 ",Beverages
Mississippi,6/6/2021,"  84,919,031 ",Beverages
Missouri,6/6/2021,"  135,533,682 ",Beverages
Nebraska,6/6/2021,"  44,229,958 ",Beverages
Nevada,6/6/2021,"  70,028,862 ",Beverages
New Hampshire,6/6/2021,"  39,191,943 ",Beverages
New Mexico,6/6/2021,"  48,442,417 ",Beverages
New York,6/6/2021,"  287,621,787 ",Beverages
North Carolina,6/6/2021,"  245,680,592 ",Beverages
Ohio,6/6/2021,"  255,965,467 ",Beverages
Oklahoma,6/6/2021,"  98,464,486 ",Beverages
Oregon,6/6/2021,"  81,955,738 ",Beverages
Pennsylvania,6/6/2021,"  242,433,793 ",Beverages
Rhode Island,6/6/2021,"  18,711,194 ",Beverages
South Carolina,6/6/2021,"  131,297,261 ",Beverages
South Dakota,6/6/2021,"  21,278,083 ",Beverages
Tennessee,6/6/2021,"  174,692,380 ",Beverages
Texas,6/6/2021,"  606,902,920 ",Beverages
Utah,6/6/2021,"  60,565,270 ",Beverages
Vermont,6/6/2021,"  13,043,593 ",Beverages
Virginia,6/6/2021,"  197,856,116 ",Beverages
Washington,6/6/2021,"  130,216,903 ",Beverages
West Virginia,6/6/2021,"  52,005,187 ",Beverages
Wisconsin,6/6/2021,"  116,249,339 ",Beverages
Wyoming,6/6/2021,"  16,692,900 ",Beverages
Alabama,7/2/2021,"  117,468,184 ",Beverages
Arizona,7/2/2021,"  126,877,371 ",Beverages
Arkansas,7/2/2021,"  62,729,412 ",Beverages
California,7/2/2021,"  494,320,647 ",Beverages
Colorado,7/2/2021,"  101,010,049 ",Beverages
Connecticut,7/2/2021,"  53,205,535 ",Beverages
Florida,7/2/2021,"  408,426,576 ",Beverages
Georgia,7/2/2021,"  213,638,444 ",Beverages
Illinois,7/2/2021,"  180,591,262 ",Beverages
Indiana,7/2/2021,"  125,502,845 ",Beverages
