State,Date,Total,Category
Arizona,27-10-2019,"  115,216,831 ",Beverages
Arkansas,27-10-2019,"  57,654,430 ",Beverages
California,27-10-2019,"  505,768,872 ",Beverages
Colorado,27-10-2019,"  97,471,702 ",Beverages
Connecticut,27-10-2019,"  48,601,957 ",Beverages
Florida,27-10-2019,"  383,741,451 ",Beverages
Georgia,27-10-2019,"  203,641,241 ",Beverages
Illinois,27-10-2019,"  169,394,537 ",Beverages
Indiana,27-10-2019,"  117,871,951 ",Beverages
Iowa,27-10-2019,"  63,267,657 ",Beverages
Kansas,27-10-2019,"  48,102,110 ",Beverages
Kentucky,27-10-2019,"  91,910,509 ",Beverages
Louisiana,27-10-2019,"  94,643,764 ",Beverages
Maine,27-10-2019,"  24,846,763 ",Beverages
Maryland,27-10-2019,"  88,416,679 ",Beverages
Massachusetts,27-10-2019,"  97,284,879 ",Beverages
Michigan,27-10-2019,"  158,253,214 ",Beverages
Minnesota,27-10-2019,"  85,277,458 ",Beverages
Mississippi,27-10-2019,"  36,538,417 ",Beverages
Missouri,27-10-2019,"  103,986,310 ",Beverages
Nebraska,27-10-2019,"  16,701,961 ",Beverages
Nevada,27-10-2019,"  55,435,695 ",Beverages
New Hampshire,27-10-2019,"  29,239,812 ",Beverages
New Mexico,27-10-2019,"  35,596,520 ",Beverages
New York,27-10-2019,"  235,756,720 ",Beverages
North Carolina,27-10-2019,"  185,626,411 ",Beverages
Ohio,27-10-2019,"  197,831,851 ",Beverages
Oklahoma,27-10-2019,"  75,895,543 ",Beverages
Oregon,27-10-2019,"  59,546,507 ",Beverages
Pennsylvania,27-10-2019,"  195,191,440 ",Beverages
Rhode Island,27-10-2019,"  13,320,632 ",Beverages
South Carolina,27-10-2019,"  98,847,771 ",Beverages
South Dakota,27-10-2019,"  15,250,300 ",Beverages
Tennessee,27-10-2019,"  134,319,022 ",Beverages
Texas,27-10-2019,"  483,599,435 ",Beverages
Utah,27-10-2019,"  45,883,522 ",Beverages
Vermont,27-10-2019,"  9,732,839 ",Beverages
Virginia,27-10-2019,"  150,809,622 ",Beverages
Washington,27-10-2019,"  99,549,903 ",Beverages
West Virginia,27-10-2019,"  37,769,050 ",Beverages
Wisconsin,27-10-2019,"  84,847,392 ",Beverages
Wyoming,27-10-2019,"  12,136,073 ",Beverages
Alabama,27-11-2022,"  192,420,637 ",Beverages
Arizona,27-11-2022,"  200,179,530 ",Beverages
Arkansas,27-11-2022,"  103,751,416 ",Beverages
California,27-11-2022,"  792,984,860 ",Beverages
Colorado,27-11-2022,"  159,140,609 ",Beverages
Connecticut,27-11-2022,"  89,099,386 ",Beverages
Florida,27-11-2022,"  627,978,196 ",Beverages
Georgia,27-11-2022,"  358,143,174 ",Beverages
Illinois,27-11-2022,"  297,964,400 ",Beverages
Indiana,27-11-2022,"  213,289,682 ",Beverages
Iowa,27-11-2022,"  106,727,485 ",Beverages
Kansas,27-11-2022,"  86,453,163 ",Beverages
Kentucky,27-11-2022,"  163,202,264 ",Beverages
Louisiana,27-11-2022,"  162,599,691 ",Beverages
Maine,27-11-2022,"  43,874,865 ",Beverages
Maryland,27-11-2022,"  161,803,868 ",Beverages
Massachusetts,27-11-2022,"  174,763,674 ",Beverages
Michigan,27-11-2022,"  283,287,869 ",Beverages
Minnesota,27-11-2022,"  149,075,120 ",Beverages
Mississippi,27-11-2022,"  121,026,307 ",Beverages
Missouri,27-11-2022,"  188,064,707 ",Beverages
Nebraska,27-11-2022,"  57,463,118 ",Beverages
Nevada,27-11-2022,"  91,839,129 ",Beverages
New Hampshire,27-11-2022,"  52,622,465 ",Beverages
New Mexico,27-11-2022,"  65,043,938 ",Beverages
New York,27-11-2022,"  426,665,132 ",Beverages
North Carolina,27-11-2022,"  327,820,084 ",Beverages
Ohio,27-11-2022,"  348,892,642 ",Beverages
Oklahoma,27-11-2022,"  132,993,117 ",Beverages
Oregon,27-11-2022,"  103,586,066 ",Beverages
Pennsylvania,27-11-2022,"  350,124,372 ",Beverages
Rhode Island,27-11-2022,"  25,523,523 ",Beverages
South Carolina,27-11-2022,"  179,285,281 ",Beverages
South Dakota,27-11-2022,"  26,502,628 ",Beverages
Tennessee,27-11-2022,"  244,384,957 ",Beverages
Texas,27-11-2022,"  817,175,269 ",Beverages
Utah,27-11-2022,"  78,027,638 ",Beverages
Vermont,27-11-2022,"  17,415,651 ",Beverages
Virginia,27-11-2022,"  267,855,343 ",Beverages
Washington,27-11-2022,"  172,251,421 ",Beverages
West Virginia,27-11-2022,"  66,490,665 ",Beverages
Wisconsin,27-11-2022,"  150,635,816 ",Beverages
Wyoming,27-11-2022,"  19,548,922 ",Beverages
Alabama,27-12-2020,"  115,522,663 ",Beverages
Arizona,27-12-2020,"  117,662,825 ",Beverages
Arkansas,27-12-2020,"  63,040,188 ",Beverages
California,27-12-2020,"  474,551,686 ",Beverages
Colorado,27-12-2020,"  99,610,494 ",Beverages
Connecticut,27-12-2020,"  54,173,404 ",Beverages
Florida,27-12-2020,"  396,895,271 ",Beverages
Georgia,27-12-2020,"  214,648,294 ",Beverages
Illinois,27-12-2020,"  182,005,351 ",Beverages
Indiana,27-12-2020,"  130,197,786 ",Beverages
Iowa,27-12-2020,"  62,352,024 ",Beverages
Kansas,27-12-2020,"  52,101,711 ",Beverages
Kentucky,27-12-2020,"  99,073,802 ",Beverages
Louisiana,27-12-2020,"  96,683,773 ",Beverages
Maine,27-12-2020,"  27,093,729 ",Beverages
Maryland,27-12-2020,"  98,295,541 ",Beverages
Massachusetts,27-12-2020,"  107,240,560 ",Beverages
Michigan,27-12-2020,"  175,213,629 ",Beverages
Minnesota,27-12-2020,"  91,777,387 ",Beverages
Mississippi,27-12-2020,"  74,054,031 ",Beverages
Missouri,27-12-2020,"  113,912,367 ",Beverages
Nebraska,27-12-2020,"  35,679,775 ",Beverages
Nevada,27-12-2020,"  53,278,907 ",Beverages
New Hampshire,27-12-2020,"  33,244,408 ",Beverages
New Mexico,27-12-2020,"  38,397,644 ",Beverages
New York,27-12-2020,"  258,533,687 ",Beverages
North Carolina,27-12-2020,"  192,971,375 ",Beverages
Ohio,27-12-2020,"  211,281,604 ",Beverages
Oklahoma,27-12-2020,"  79,754,543 ",Beverages
Oregon,27-12-2020,"  64,198,267 ",Beverages
Pennsylvania,27-12-2020,"  214,323,880 ",Beverages
Rhode Island,27-12-2020,"  15,734,816 ",Beverages
South Carolina,27-12-2020,"  103,647,586 ",Beverages
South Dakota,27-12-2020,"  16,142,224 ",Beverages
Tennessee,27-12-2020,"  146,242,222 ",Beverages
Texas,27-12-2020,"  499,021,081 ",Beverages
Utah,27-12-2020,"  49,514,486 ",Beverages
Vermont,27-12-2020,"  11,761,644 ",Beverages
Virginia,27-12-2020,"  160,600,536 ",Beverages
Washington,27-12-2020,"  107,114,656 ",Beverages
West Virginia,27-12-2020,"  39,476,417 ",Beverages
Wisconsin,27-12-2020,"  93,388,621 ",Beverages
Wyoming,27-12-2020,"  12,368,154 ",Beverages
Alabama,28-02-2021,"  124,158,003 ",Beverages
Arizona,28-02-2021,"  124,760,494 ",Beverages
Arkansas,28-02-2021,"  65,438,140 ",Beverages
California,28-02-2021,"  514,375,629 ",Beverages
Colorado,28-02-2021,"  101,868,950 ",Beverages
Connecticut,28-02-2021,"  50,433,784 ",Beverages
Florida,28-02-2021,"  437,229,448 ",Beverages
Georgia,28-02-2021,"  225,430,198 ",Beverages
Illinois,28-02-2021,"  182,399,001 ",Beverages
Indiana,28-02-2021,"  129,668,750 ",Beverages
Iowa,28-02-2021,"  67,613,100 ",Beverages
Kansas,28-02-2021,"  52,003,516 ",Beverages
Kentucky,28-02-2021,"  99,976,449 ",Beverages
Louisiana,28-02-2021,"  105,990,169 ",Beverages
Maine,28-02-2021,"  27,028,028 ",Beverages
Maryland,28-02-2021,"  94,576,326 ",Beverages
Massachusetts,28-02-2021,"  104,298,975 ",Beverages
Michigan,28-02-2021,"  171,250,581 ",Beverages
Minnesota,28-02-2021,"  92,126,306 ",Beverages
Mississippi,28-02-2021,"  77,157,319 ",Beverages
Missouri,28-02-2021,"  113,346,368 ",Beverages
Nebraska,28-02-2021,"  36,015,324 ",Beverages
Nevada,28-02-2021,"  57,822,290 ",Beverages
New Hampshire,28-02-2021,"  32,073,495 ",Beverages
New Mexico,28-02-2021,"  39,600,957 ",Beverages
New York,28-02-2021,"  248,778,098 ",Beverages
North Carolina,28-02-2021,"  205,260,322 ",Beverages
Ohio,28-02-2021,"  215,469,980 ",Beverages
Oklahoma,28-02-2021,"  85,254,959 ",Beverages
Oregon,28-02-2021,"  66,943,352 ",Beverages
Pennsylvania,28-02-2021,"  208,783,568 ",Beverages
Rhode Island,28-02-2021,"  14,868,786 ",Beverages
South Carolina,28-02-2021,"  108,628,107 ",Beverages
South Dakota,28-02-2021,"  16,320,595 ",Beverages
Tennessee,28-02-2021,"  152,040,541 ",Beverages
Texas,28-02-2021,"  544,512,377 ",Beverages
Utah,28-02-2021,"  49,120,500 ",Beverages
Vermont,28-02-2021,"  10,854,414 ",Beverages
Virginia,28-02-2021,"  163,796,229 ",Beverages
Washington,28-02-2021,"  111,021,561 ",Beverages
West Virginia,28-02-2021,"  41,951,629 ",Beverages
Wisconsin,28-02-2021,"  92,603,139 ",Beverages
Wyoming,28-02-2021,"  12,722,268 ",Beverages
Alabama,28-03-2021,"  124,801,756 ",Beverages
Arizona,28-03-2021,"  125,617,568 ",Beverages
Arkansas,28-03-2021,"  64,565,241 ",Beverages
California,28-03-2021,"  488,584,342 ",Beverages
Colorado,28-03-2021,"  99,085,283 ",Beverages
Connecticut,28-03-2021,"  53,057,117 ",Beverages
Florida,28-03-2021,"  458,062,675 ",Beverages
Georgia,28-03-2021,"  232,747,666 ",Beverages
Illinois,28-03-2021,"  174,024,961 ",Beverages
Indiana,28-03-2021,"  130,329,188 ",Beverages
Iowa,28-03-2021,"  65,324,667 ",Beverages
Kansas,28-03-2021,"  52,129,782 ",Beverages
Kentucky,28-03-2021,"  103,167,420 ",Beverages
Louisiana,28-03-2021,"  102,299,326 ",Beverages
Maine,28-03-2021,"  26,865,895 ",Beverages
Maryland,28-03-2021,"  98,218,067 ",Beverages
Massachusetts,28-03-2021,"  108,325,976 ",Beverages
Michigan,28-03-2021,"  175,334,448 ",Beverages
Minnesota,28-03-2021,"  92,657,850 ",Beverages
Mississippi,28-03-2021,"  73,043,661 ",Beverages
Missouri,28-03-2021,"  115,232,280 ",Beverages
Nebraska,28-03-2021,"  35,500,363 ",Beverages
Nevada,28-03-2021,"  55,694,462 ",Beverages
New Hampshire,28-03-2021,"  33,192,866 ",Beverages
New Mexico,28-03-2021,"  40,996,188 ",Beverages
New York,28-03-2021,"  252,738,722 ",Beverages
North Carolina,28-03-2021,"  214,576,034 ",Beverages
Ohio,28-03-2021,"  218,687,883 ",Beverages
Oklahoma,28-03-2021,"  86,437,960 ",Beverages
Oregon,28-03-2021,"  66,604,607 ",Beverages
Pennsylvania,28-03-2021,"  211,715,951 ",Beverages
Rhode Island,28-03-2021,"  15,849,364 ",Beverages
South Carolina,28-03-2021,"  114,332,167 ",Beverages
South Dakota,28-03-2021,"  16,660,802 ",Beverages
Tennessee,28-03-2021,"  152,222,936 ",Beverages
Texas,28-03-2021,"  530,931,012 ",Beverages
Utah,28-03-2021,"  49,923,058 ",Beverages
Vermont,28-03-2021,"  11,222,143 ",Beverages
Virginia,28-03-2021,"  173,111,525 ",Beverages
Washington,28-03-2021,"  109,799,217 ",Beverages
West Virginia,28-03-2021,"  43,325,118 ",Beverages
Wisconsin,28-03-2021,"  91,098,857 ",Beverages
Wyoming,28-03-2021,"  12,786,513 ",Beverages
Alabama,28-06-2020,"  132,320,128 ",Beverages
Arizona,28-06-2020,"  135,096,231 ",Beverages
Arkansas,28-06-2020,"  69,082,980 ",Beverages
California,28-06-2020,"  550,818,407 ",Beverages
Colorado,28-06-2020,"  116,567,565 ",Beverages
Connecticut,28-06-2020,"  61,324,732 ",Beverages
Florida,28-06-2020,"  455,034,695 ",Beverages
Georgia,28-06-2020,"  244,150,500 ",Beverages
Illinois,28-06-2020,"  206,700,072 ",Beverages
Indiana,28-06-2020,"  146,009,547 ",Beverages
Iowa,28-06-2020,"  77,381,431 ",Beverages
Kansas,28-06-2020,"  59,540,738 ",Beverages
Kentucky,28-06-2020,"  109,608,395 ",Beverages
Louisiana,28-06-2020,"  107,808,978 ",Beverages
Maine,28-06-2020,"  32,666,217 ",Beverages
Maryland,28-06-2020,"  108,601,124 ",Beverages
Massachusetts,28-06-2020,"  120,778,035 ",Beverages
Michigan,28-06-2020,"  203,494,179 ",Beverages
Minnesota,28-06-2020,"  108,051,411 ",Beverages
Mississippi,28-06-2020,"  83,644,914 ",Beverages
Missouri,28-06-2020,"  128,509,528 ",Beverages
Nebraska,28-06-2020,"  41,430,551 ",Beverages
Nevada,28-06-2020,"  64,796,347 ",Beverages
New Hampshire,28-06-2020,"  38,520,872 ",Beverages
New Mexico,28-06-2020,"  45,735,527 ",Beverages
New York,28-06-2020,"  305,546,964 ",Beverages
North Carolina,28-06-2020,"  234,828,043 ",Beverages
Ohio,28-06-2020,"  247,324,697 ",Beverages
Oklahoma,28-06-2020,"  90,695,835 ",Beverages
Oregon,28-06-2020,"  75,752,558 ",Beverages
Pennsylvania,28-06-2020,"  241,926,052 ",Beverages
Rhode Island,28-06-2020,"  17,784,393 ",Beverages
South Carolina,28-06-2020,"  126,408,582 ",Beverages
South Dakota,28-06-2020,"  20,706,381 ",Beverages
Tennessee,28-06-2020,"  162,325,746 ",Beverages
Texas,28-06-2020,"  558,015,179 ",Beverages
Utah,28-06-2020,"  57,756,300 ",Beverages
Vermont,28-06-2020,"  13,067,929 ",Beverages
Virginia,28-06-2020,"  190,019,012 ",Beverages
Washington,28-06-2020,"  124,796,648 ",Beverages
West Virginia,28-06-2020,"  46,802,342 ",Beverages
Wisconsin,28-06-2020,"  105,545,957 ",Beverages
Wyoming,28-06-2020,"  16,040,050 ",Beverages
Alabama,28-08-2022,"  215,670,829 ",Beverages
Arizona,28-08-2022,"  222,686,060 ",Beverages
Arkansas,28-08-2022,"  113,832,344 ",Beverages
California,28-08-2022,"  909,390,979 ",Beverages
Colorado,28-08-2022,"  184,995,507 ",Beverages
Connecticut,28-08-2022,"  93,541,954 ",Beverages
Florida,28-08-2022,"  782,741,440 ",Beverages
Georgia,28-08-2022,"  402,234,122 ",Beverages
Illinois,28-08-2022,"  331,581,767 ",Beverages
Indiana,28-08-2022,"  233,265,352 ",Beverages
Iowa,28-08-2022,"  116,479,097 ",Beverages
Kansas,28-08-2022,"  89,760,228 ",Beverages
Kentucky,28-08-2022,"  180,785,746 ",Beverages
Louisiana,28-08-2022,"  189,354,774 ",Beverages
Maine,28-08-2022,"  52,309,755 ",Beverages
Maryland,28-08-2022,"  169,874,500 ",Beverages
Massachusetts,28-08-2022,"  188,222,737 ",Beverages
Michigan,28-08-2022,"  315,632,708 ",Beverages
Minnesota,28-08-2022,"  157,247,429 ",Beverages
Mississippi,28-08-2022,"  131,486,639 ",Beverages
Missouri,28-08-2022,"  201,905,038 ",Beverages
Nebraska,28-08-2022,"  62,691,105 ",Beverages
Nevada,28-08-2022,"  108,306,289 ",Beverages
New Hampshire,28-08-2022,"  58,858,242 ",Beverages
New Mexico,28-08-2022,"  72,488,257 ",Beverages
New York,28-08-2022,"  451,314,586 ",Beverages
North Carolina,28-08-2022,"  390,886,096 ",Beverages
Ohio,28-08-2022,"  391,441,092 ",Beverages
Oklahoma,28-08-2022,"  149,157,622 ",Beverages
Oregon,28-08-2022,"  122,367,501 ",Beverages
Pennsylvania,28-08-2022,"  379,061,294 ",Beverages
Rhode Island,28-08-2022,"  27,354,433 ",Beverages
South Carolina,28-08-2022,"  208,685,841 ",Beverages
South Dakota,28-08-2022,"  30,005,659 ",Beverages
Tennessee,28-08-2022,"  273,613,652 ",Beverages
Texas,28-08-2022,"  950,231,655 ",Beverages
Utah,28-08-2022,"  88,644,859 ",Beverages
Vermont,28-08-2022,"  19,708,102 ",Beverages
Virginia,28-08-2022,"  306,222,919 ",Beverages
Washington,28-08-2022,"  198,708,266 ",Beverages
West Virginia,28-08-2022,"  76,344,248 ",Beverages
Wisconsin,28-08-2022,"  164,951,299 ",Beverages
Wyoming,28-08-2022,"  22,936,352 ",Beverages
Alabama,28-11-2021,"  177,133,617 ",Beverages
Arizona,28-11-2021,"  184,063,174 ",Beverages
Arkansas,28-11-2021,"  95,547,889 ",Beverages
California,28-11-2021,"  738,558,960 ",Beverages
Colorado,28-11-2021,"  147,374,438 ",Beverages
Connecticut,28-11-2021,"  79,050,122 ",Beverages
Florida,28-11-2021,"  580,412,388 ",Beverages
Georgia,28-11-2021,"  328,540,754 ",Beverages
Illinois,28-11-2021,"  269,485,168 ",Beverages
Indiana,28-11-2021,"  192,477,586 ",Beverages
Iowa,28-11-2021,"  96,761,843 ",Beverages
Kansas,28-11-2021,"  78,440,980 ",Beverages
Kentucky,28-11-2021,"  149,030,290 ",Beverages
Louisiana,28-11-2021,"  149,328,484 ",Beverages
Maine,28-11-2021,"  39,584,633 ",Beverages
Maryland,28-11-2021,"  145,305,604 ",Beverages
Massachusetts,28-11-2021,"  156,827,506 ",Beverages
Michigan,28-11-2021,"  258,449,519 ",Beverages
Minnesota,28-11-2021,"  135,947,926 ",Beverages
Mississippi,28-11-2021,"  77,581,365 ",Beverages
Missouri,28-11-2021,"  168,366,341 ",Beverages
Nebraska,28-11-2021,"  36,955,690 ",Beverages
Nevada,28-11-2021,"  84,566,191 ",Beverages
New Hampshire,28-11-2021,"  47,449,321 ",Beverages
New Mexico,28-11-2021,"  57,153,027 ",Beverages
New York,28-11-2021,"  379,356,773 ",Beverages
North Carolina,28-11-2021,"  301,100,478 ",Beverages
Ohio,28-11-2021,"  313,850,754 ",Beverages
Oklahoma,28-11-2021,"  124,661,602 ",Beverages
Oregon,28-11-2021,"  95,648,672 ",Beverages
Pennsylvania,28-11-2021,"  314,228,014 ",Beverages
Rhode Island,28-11-2021,"  22,516,816 ",Beverages
South Carolina,28-11-2021,"  159,627,451 ",Beverages
South Dakota,28-11-2021,"  24,173,894 ",Beverages
Tennessee,28-11-2021,"  220,939,630 ",Beverages
Texas,28-11-2021,"  753,648,979 ",Beverages
Utah,28-11-2021,"  70,963,541 ",Beverages
Vermont,28-11-2021,"  16,052,504 ",Beverages
Virginia,28-11-2021,"  246,183,598 ",Beverages
Washington,28-11-2021,"  158,370,542 ",Beverages
West Virginia,28-11-2021,"  60,973,907 ",Beverages
Wisconsin,28-11-2021,"  137,384,512 ",Beverages
Wyoming,28-11-2021,"  18,555,036 ",Beverages
Alabama,29-01-2023,"  183,105,938 ",Beverages
Arizona,29-01-2023,"  193,432,652 ",Beverages
Arkansas,29-01-2023,"  98,786,791 ",Beverages
California,29-01-2023,"  778,317,435 ",Beverages
Colorado,29-01-2023,"  159,977,860 ",Beverages
Connecticut,29-01-2023,"  81,503,818 ",Beverages
Florida,29-01-2023,"  674,965,745 ",Beverages
Georgia,29-01-2023,"  347,824,435 ",Beverages
Illinois,29-01-2023,"  289,687,954 ",Beverages
Indiana,29-01-2023,"  201,375,177 ",Beverages
Iowa,29-01-2023,"  103,796,979 ",Beverages
Kansas,29-01-2023,"  82,211,005 ",Beverages
Kentucky,29-01-2023,"  152,849,459 ",Beverages
Louisiana,29-01-2023,"  155,106,852 ",Beverages
Maine,29-01-2023,"  43,975,211 ",Beverages
Maryland,29-01-2023,"  147,866,864 ",Beverages
Massachusetts,29-01-2023,"  168,952,907 ",Beverages
Michigan,29-01-2023,"  268,217,254 ",Beverages
Minnesota,29-01-2023,"  143,647,987 ",Beverages
Mississippi,29-01-2023,"  110,578,234 ",Beverages
Missouri,29-01-2023,"  176,567,192 ",Beverages
Nebraska,29-01-2023,"  56,352,510 ",Beverages
Nevada,29-01-2023,"  90,204,647 ",Beverages
New Hampshire,29-01-2023,"  51,809,478 ",Beverages
New Mexico,29-01-2023,"  64,550,348 ",Beverages
New York,29-01-2023,"  394,145,633 ",Beverages
North Carolina,29-01-2023,"  324,629,872 ",Beverages
Ohio,29-01-2023,"  340,561,717 ",Beverages
Oklahoma,29-01-2023,"  131,289,925 ",Beverages
Oregon,29-01-2023,"  101,267,059 ",Beverages
Pennsylvania,29-01-2023,"  330,353,612 ",Beverages
Rhode Island,29-01-2023,"  24,385,607 ",Beverages
South Carolina,29-01-2023,"  171,331,528 ",Beverages
South Dakota,29-01-2023,"  25,917,390 ",Beverages
Tennessee,29-01-2023,"  232,326,868 ",Beverages
Texas,29-01-2023,"  805,963,645 ",Beverages
Utah,29-01-2023,"  75,155,901 ",Beverages
Vermont,29-01-2023,"  17,032,340 ",Beverages
Virginia,29-01-2023,"  257,988,853 ",Beverages
Washington,29-01-2023,"  170,124,244 ",Beverages
West Virginia,29-01-2023,"  65,045,343 ",Beverages
Wisconsin,29-01-2023,"  144,952,624 ",Beverages
Wyoming,29-01-2023,"  19,594,505 ",Beverages
Alabama,29-03-2020,"  116,657,084 ",Beverages
Arizona,29-03-2020,"  119,847,336 ",Beverages
Arkansas,29-03-2020,"  59,930,918 ",Beverages
California,29-03-2020,"  465,090,389 ",Beverages
Colorado,29-03-2020,"  94,075,698 ",Beverages
Connecticut,29-03-2020,"  49,852,833 ",Beverages
Florida,29-03-2020,"  415,475,922 ",Beverages
Georgia,29-03-2020,"  214,214,934 ",Beverages
Illinois,29-03-2020,"  165,303,611 ",Beverages
Indiana,29-03-2020,"  117,694,236 ",Beverages
Iowa,29-03-2020,"  62,548,451 ",Beverages
Kansas,29-03-2020,"  49,573,935 ",Beverages
Kentucky,29-03-2020,"  93,433,676 ",Beverages
Louisiana,29-03-2020,"  97,224,312 ",Beverages
Maine,29-03-2020,"  25,032,203 ",Beverages
Maryland,29-03-2020,"  92,700,910 ",Beverages
Massachusetts,29-03-2020,"  100,640,614 ",Beverages
Michigan,29-03-2020,"  159,059,104 ",Beverages
Minnesota,29-03-2020,"  89,170,025 ",Beverages
Mississippi,29-03-2020,"  72,978,267 ",Beverages
Missouri,29-03-2020,"  104,915,820 ",Beverages
Nebraska,29-03-2020,"  33,896,981 ",Beverages
Nevada,29-03-2020,"  53,269,143 ",Beverages
New Hampshire,29-03-2020,"  30,528,128 ",Beverages
New Mexico,29-03-2020,"  38,029,662 ",Beverages
New York,29-03-2020,"  240,171,905 ",Beverages
North Carolina,29-03-2020,"  198,659,312 ",Beverages
Ohio,29-03-2020,"  199,404,366 ",Beverages
Oklahoma,29-03-2020,"  80,631,133 ",Beverages
Oregon,29-03-2020,"  62,638,431 ",Beverages
Pennsylvania,29-03-2020,"  198,403,019 ",Beverages
Rhode Island,29-03-2020,"  14,606,410 ",Beverages
South Carolina,29-03-2020,"  105,584,122 ",Beverages
South Dakota,29-03-2020,"  15,718,331 ",Beverages
Tennessee,29-03-2020,"  140,061,174 ",Beverages
Texas,29-03-2020,"  498,719,329 ",Beverages
Utah,29-03-2020,"  47,066,271 ",Beverages
Vermont,29-03-2020,"  10,444,062 ",Beverages
Virginia,29-03-2020,"  161,690,146 ",Beverages
Washington,29-03-2020,"  105,643,796 ",Beverages
West Virginia,29-03-2020,"  39,704,240 ",Beverages
Wisconsin,29-03-2020,"  85,948,011 ",Beverages
Wyoming,29-03-2020,"  12,158,058 ",Beverages
Alabama,29-05-2022,"  212,449,962 ",Beverages
Arizona,29-05-2022,"  219,462,134 ",Beverages
Arkansas,29-05-2022,"  109,863,859 ",Beverages
California,29-05-2022,"  854,870,957 ",Beverages
Colorado,29-05-2022,"  175,164,905 ",Beverages
Connecticut,29-05-2022,"  92,648,751 ",Beverages
Florida,29-05-2022,"  729,620,556 ",Beverages
Georgia,29-05-2022,"  401,053,272 ",Beverages
Illinois,29-05-2022,"  323,720,624 ",Beverages
Indiana,29-05-2022,"  231,492,773 ",Beverages
Iowa,29-05-2022,"  116,918,119 ",Beverages
Kansas,29-05-2022,"  88,373,730 ",Beverages
Kentucky,29-05-2022,"  175,426,519 ",Beverages
Louisiana,29-05-2022,"  179,804,432 ",Beverages
Maine,29-05-2022,"  50,620,252 ",Beverages
Maryland,29-05-2022,"  166,991,883 ",Beverages
Massachusetts,29-05-2022,"  185,048,236 ",Beverages
Michigan,29-05-2022,"  306,388,135 ",Beverages
Minnesota,29-05-2022,"  164,135,791 ",Beverages
Mississippi,29-05-2022,"  129,924,948 ",Beverages
Missouri,29-05-2022,"  195,011,378 ",Beverages
Nebraska,29-05-2022,"  61,734,864 ",Beverages
Nevada,29-05-2022,"  104,453,182 ",Beverages
New Hampshire,29-05-2022,"  59,898,217 ",Beverages
New Mexico,29-05-2022,"  70,972,870 ",Beverages
New York,29-05-2022,"  449,893,992 ",Beverages
North Carolina,29-05-2022,"  377,415,583 ",Beverages
Ohio,29-05-2022,"  389,766,405 ",Beverages
Oklahoma,29-05-2022,"  135,755,044 ",Beverages
Oregon,29-05-2022,"  117,192,390 ",Beverages
Pennsylvania,29-05-2022,"  373,202,808 ",Beverages
Rhode Island,29-05-2022,"  27,658,681 ",Beverages
South Carolina,29-05-2022,"  203,009,781 ",Beverages
South Dakota,29-05-2022,"  30,564,534 ",Beverages
Tennessee,29-05-2022,"  263,543,147 ",Beverages
Texas,29-05-2022,"  920,017,258 ",Beverages
Utah,29-05-2022,"  86,852,590 ",Beverages
Vermont,29-05-2022,"  19,462,028 ",Beverages
Virginia,29-05-2022,"  292,593,331 ",Beverages
Washington,29-05-2022,"  191,419,160 ",Beverages
West Virginia,29-05-2022,"  72,996,966 ",Beverages
Wisconsin,29-05-2022,"  165,984,431 ",Beverages
Wyoming,29-05-2022,"  22,541,744 ",Beverages
Alabama,29-08-2021,"  140,962,323 ",Beverages
Arizona,29-08-2021,"  147,911,738 ",Beverages
Arkansas,29-08-2021,"  76,041,639 ",Beverages
California,29-08-2021,"  595,262,791 ",Beverages
Colorado,29-08-2021,"  120,426,229 ",Beverages
Connecticut,29-08-2021,"  61,636,786 ",Beverages
Florida,29-08-2021,"  451,769,857 ",Beverages
Georgia,29-08-2021,"  261,886,848 ",Beverages
Illinois,29-08-2021,"  227,183,378 ",Beverages
Indiana,29-08-2021,"  157,342,317 ",Beverages
Iowa,29-08-2021,"  79,453,066 ",Beverages
Kansas,29-08-2021,"  60,315,652 ",Beverages
Kentucky,29-08-2021,"  120,550,385 ",Beverages
Louisiana,29-08-2021,"  128,868,690 ",Beverages
Maine,29-08-2021,"  33,851,395 ",Beverages
Maryland,29-08-2021,"  111,588,540 ",Beverages
Massachusetts,29-08-2021,"  123,227,747 ",Beverages
Michigan,29-08-2021,"  211,585,141 ",Beverages
Minnesota,29-08-2021,"  106,212,318 ",Beverages
Mississippi,29-08-2021,"  88,796,969 ",Beverages
Missouri,29-08-2021,"  136,263,421 ",Beverages
Nebraska,29-08-2021,"  42,011,140 ",Beverages
Nevada,29-08-2021,"  69,929,214 ",Beverages
New Hampshire,29-08-2021,"  38,398,796 ",Beverages
New Mexico,29-08-2021,"  48,371,189 ",Beverages
New York,29-08-2021,"  295,457,102 ",Beverages
North Carolina,29-08-2021,"  254,935,960 ",Beverages
Ohio,29-08-2021,"  263,053,999 ",Beverages
Oklahoma,29-08-2021,"  99,095,059 ",Beverages
Oregon,29-08-2021,"  79,469,685 ",Beverages
Pennsylvania,29-08-2021,"  250,825,139 ",Beverages
Rhode Island,29-08-2021,"  17,802,863 ",Beverages
South Carolina,29-08-2021,"  133,754,231 ",Beverages
South Dakota,29-08-2021,"  20,265,750 ",Beverages
Tennessee,29-08-2021,"  179,713,841 ",Beverages
Texas,29-08-2021,"  633,347,096 ",Beverages
Utah,29-08-2021,"  57,573,623 ",Beverages
Vermont,29-08-2021,"  12,916,090 ",Beverages
